lemma	sourceScope
indictment	cet6-extra
indigenous	cet6-extra
indignant	cet6-extra
indignation	cet6-extra
indulge	cet6-extra
indulgence	cet6-extra
indulgent	cet6-extra
inertia	cet6-extra
inflict	cet6-extra
infliction	cet6-extra
infringe	cet6-extra
infringement	cet6-extra
ingenious	cet6-extra
ingenuity	cet6-extra
inherent	cet6-extra
inhibit	cet6-extra
inhibition	cet6-extra
inject	cet6-extra
injection	cet6-extra
inmate	cet6-extra
innumerable	cet6-extra
insulate	cet6-extra
insulation	cet6-extra
insulator	cet6-extra
integral	cet6-extra
intellect	cet6-extra
intelligible	cet6-extra
intercourse	cet6-extra
interim	cet6-extra
intermittent	cet6-extra
interrogate	cet6-extra
interrogation	cet6-extra
intervene	cet6-extra
intervention	cet6-extra
intimidate	cet6-extra
intimidation	cet6-extra
intricacy	cet6-extra
intricate	cet6-extra
intrigue	cet6-extra
intrinsic	cet6-extra
intrinsically	cet6-extra
intuition	cet6-extra
intuitive	cet6-extra
inventory	cet6-extra
inversion	cet6-extra
invert	cet6-extra
irrespective	cet6-extra
irritable	cet6-extra
irritate	cet6-extra
irritating	cet6-extra
irritation	cet6-extra
isle	cet6-extra
ivory	cet6-extra
jack	cet6-extra
jargon	cet6-extra
jelly	cet6-extra
jeopardize	cet6-extra
jeopardy	cet6-extra
jerk	cet6-extra
jockey	cet6-extra
jolly	cet6-extra
judicial	cet6-extra
judiciary	cet6-extra
junction	cet6-extra
jurisdiction	cet6-extra
juvenile	cet6-extra
kidnap	cet6-extra
kidney	cet6-extra
knight	cet6-extra
knob	cet6-extra
lad	cet6-extra
landmark	cet6-extra
lash	cet6-extra
latitude	cet6-extra
lavish	cet6-extra
lawsuit	cet6-extra
layman	cet6-extra
leaflet	cet6-extra
legacy	cet6-extra
legitimacy	cet6-extra
legitimate	cet6-extra
leniency	cet6-extra
lenient	cet6-extra
lesbian	cet6-extra
lever	cet6-extra
leverage	cet6-extra
levy	cet6-extra
lieutenant	cet6-extra
lime	cet6-extra
limelight	cet6-extra
limp	cet6-extra
linen	cet6-extra
liner	cet6-extra
linger	cet6-extra
linguistic	cet6-extra
linguistics	cet6-extra
lipstick	cet6-extra
livestock	cet6-extra
locomotive	cet6-extra
lofty	cet6-extra
logistic	cet6-extra
logistics	cet6-extra
longevity	cet6-extra
longitude	cet6-extra
longitudinal	cet6-extra
loom	cet6-extra
loop	cet6-extra
loot	cet6-extra
lotion	cet6-extra
lottery	cet6-extra
lounge	cet6-extra
lubricate	cet6-extra
lubrication	cet6-extra
lucrative	cet6-extra
luminous	cet6-extra
lure	cet6-extra
lyric	cet6-extra
lyrical	cet6-extra
magistrate	cet6-extra
magnify	cet6-extra
magnitude	cet6-extra
majestic	cet6-extra
majesty	cet6-extra
malice	cet6-extra
malicious	cet6-extra
malignant	cet6-extra
malpractice	cet6-extra
mandate	cet6-extra
mandatory	cet6-extra
maneuver	cet6-extra
manifest	cet6-extra
manifestation	cet6-extra
manoeuvre	cet6-extra
mansion	cet6-extra
manuscript	cet6-extra
mar	cet6-extra
marble	cet6-extra
maritime	cet6-extra
martyr	cet6-extra
martyrdom	cet6-extra
masculine	cet6-extra
masculinity	cet6-extra
massacre	cet6-extra
maternal	cet6-extra
maternity	cet6-extra
meadow	cet6-extra
mediate	cet6-extra
mediation	cet6-extra
mediator	cet6-extra
medication	cet6-extra
medieval	cet6-extra
melodious	cet6-extra
melody	cet6-extra
menace	cet6-extra
mentor	cet6-extra
merchandise	cet6-extra
mercury	cet6-extra
merge	cet6-extra
merger	cet6-extra
metabolic	cet6-extra
metabolism	cet6-extra
metaphor	cet6-extra
metaphorical	cet6-extra
meticulous	cet6-extra
metropolitan	cet6-extra
midst	cet6-extra
midwife	cet6-extra
milestone	cet6-extra
militancy	cet6-extra
militant	cet6-extra
militia	cet6-extra
mindset	cet6-extra
mingle	cet6-extra
miniature	cet6-extra
mint	cet6-extra
missionary	cet6-extra
moan	cet6-extra
mobilize	cet6-extra
mock	cet6-extra
molecular	cet6-extra
molecule	cet6-extra
momentous	cet6-extra
momentum	cet6-extra
monarch	cet6-extra
monarchy	cet6-extra
monopolize	cet6-extra
monopoly	cet6-extra
monotonous	cet6-extra
monotony	cet6-extra
morale	cet6-extra
mortal	cet6-extra
mortality	cet6-extra
mosquito	cet6-extra
mourn	cet6-extra
mourning	cet6-extra
mow	cet6-extra
multilateral	cet6-extra
multitude	cet6-extra
murmur	cet6-extra
mute	cet6-extra
mutter	cet6-extra
naive	cet6-extra
naivety	cet6-extra
navigate	cet6-extra
navigation	cet6-extra
negligence	cet6-extra
negligent	cet6-extra
negligible	cet6-extra
nickname	cet6-extra
nil	cet6-extra
nitrogen	cet6-extra
nominal	cet6-extra
nominate	cet6-extra
nomination	cet6-extra
nominee	cet6-extra
nonetheless	cet6-extra
noteworthy	cet6-extra
notoriety	cet6-extra
notorious	cet6-extra
notwithstanding	cet6-extra
numb	cet6-extra
numerical	cet6-extra
nurture	cet6-extra
oak	cet6-extra
oar	cet6-extra
oath	cet6-extra
obscene	cet6-extra
obscenity	cet6-extra
obscure	cet6-extra
obscurity	cet6-extra
observatory	cet6-extra
obsess	cet6-extra
obsession	cet6-extra
obsessive	cet6-extra
obstruct	cet6-extra
obstruction	cet6-extra
offset	cet6-extra
offspring	cet6-extra
olive	cet6-extra
onset	cet6-extra
opaque	cet6-extra
operative	cet6-extra
oppress	cet6-extra
oppression	cet6-extra
oppressive	cet6-extra
optic	cet6-extra
optical	cet6-extra
optimal	cet6-extra
optimum	cet6-extra
ordeal	cet6-extra
orthodox	cet6-extra
outfit	cet6-extra
outlaw	cet6-extra
outrage	cet6-extra
outrageous	cet6-extra
overflow	cet6-extra
overhaul	cet6-extra
overlap	cet6-extra
override	cet6-extra
overstate	cet6-extra
overt	cet6-extra
overturn	cet6-extra
owl	cet6-extra
oxide	cet6-extra
pact	cet6-extra
pamphlet	cet6-extra
panorama	cet6-extra
panoramic	cet6-extra
pant	cet6-extra
parachute	cet6-extra
paradigm	cet6-extra
paradise	cet6-extra
paralysis	cet6-extra
paralyze	cet6-extra
parameter	cet6-extra
parasite	cet6-extra
parish	cet6-extra
parole	cet6-extra
parrot	cet6-extra
partisan	cet6-extra
partition	cet6-extra
passerby	cet6-extra
pasta	cet6-extra
pastry	cet6-extra
pasture	cet6-extra
pathetic	cet6-extra
patriot	cet6-extra
patriotic	cet6-extra
patriotism	cet6-extra
patrol	cet6-extra
patron	cet6-extra
patronage	cet6-extra
patronize	cet6-extra
peck	cet6-extra
pedal	cet6-extra
peddle	cet6-extra
peel	cet6-extra
peep	cet6-extra
peg	cet6-extra
pending	cet6-extra
pendulum	cet6-extra
penguin	cet6-extra
peninsula	cet6-extra
perch	cet6-extra
perfume	cet6-extra
perish	cet6-extra
permeate	cet6-extra
permeation	cet6-extra
perpetual	cet6-extra
perpetuate	cet6-extra
perplex	cet6-extra
perplexity	cet6-extra
persecute	cet6-extra
persecution	cet6-extra
pest	cet6-extra
pesticide	cet6-extra
petition	cet6-extra
petitioner	cet6-extra
petrochemical	cet6-extra
pharmaceutical	cet6-extra
pharmacy	cet6-extra
physiological	cet6-extra
pilgrim	cet6-extra
pilgrimage	cet6-extra
plaintiff	cet6-extra
plateau	cet6-extra
plausible	cet6-extra
plaza	cet6-extra
plea	cet6-extra
plead	cet6-extra
plight	cet6-extra
plumber	cet6-extra
plumbing	cet6-extra
poise	cet6-extra
poised	cet6-extra
poke	cet6-extra
polytechnic	cet6-extra
ponder	cet6-extra
porcelain	cet6-extra
porch	cet6-extra
porridge	cet6-extra
portfolio	cet6-extra
portrait	cet6-extra
portray	cet6-extra
portrayal	cet6-extra
potent	cet6-extra
pottery	cet6-extra
poultry	cet6-extra
practitioner	cet6-extra
precede	cet6-extra
precedent	cet6-extra
preceding	cet6-extra
predator	cet6-extra
predatory	cet6-extra
predecessor	cet6-extra
predominance	cet6-extra
predominant	cet6-extra
predominate	cet6-extra
premature	cet6-extra
premise	cet6-extra
premium	cet6-extra
preoccupied	cet6-extra
preoccupy	cet6-extra
prerequisite	cet6-extra
preside	cet6-extra
prestige	cet6-extra
prestigious	cet6-extra
presumably	cet6-extra
presume	cet6-extra
presumption	cet6-extra
pretext	cet6-extra
prey	cet6-extra
probe	cet6-extra
profile	cet6-extra
prolong	cet6-extra
prone	cet6-extra
proofread	cet6-extra
prop	cet6-extra
propaganda	cet6-extra
propagate	cet6-extra
propagation	cet6-extra
propel	cet6-extra
propeller	cet6-extra
prosecute	cet6-extra
prosecution	cet6-extra
prosper	cet6-extra
prosperity	cet6-extra
prosperous	cet6-extra
protocol	cet6-extra
prototype	cet6-extra
proximate	cet6-extra
proximity	cet6-extra
psychiatric	cet6-extra
psychiatrist	cet6-extra
psychiatry	cet6-extra
pudding	cet6-extra
pumpkin	cet6-extra
pyramid	cet6-extra
quart	cet6-extra
query	cet6-extra
quest	cet6-extra
quiver	cet6-extra
radiant	cet6-extra
radiate	cet6-extra
radiation	cet6-extra
radiator	cet6-extra
radioactive	cet6-extra
radioactivity	cet6-extra
ranch	cet6-extra
random	cet6-extra
rap	cet6-extra
rape	cet6-extra
rash	cet6-extra
ratification	cet6-extra
ratify	cet6-extra
ration	cet6-extra
rattle	cet6-extra
reassurance	cet6-extra
reassure	cet6-extra
recede	cet6-extra
recipe	cet6-extra
reciprocal	cet6-extra
reckless	cet6-extra
reconcile	cet6-extra
reconciliation	cet6-extra
reconciliatory	cet6-extra
rectification	cet6-extra
rectify	cet6-extra
recur	cet6-extra
recurrence	cet6-extra
redundancy	cet6-extra
redundant	cet6-extra
reel	cet6-extra
referee	cet6-extra
referendum	cet6-extra
refuge	cet6-extra
refugee	cet6-extra
refund	cet6-extra
refutation	cet6-extra
refute	cet6-extra
regime	cet6-extra
regiment	cet6-extra
regimental	cet6-extra
rehabilitate	cet6-extra
rehabilitation	cet6-extra
rehearsal	cet6-extra
rehearse	cet6-extra
reign	cet6-extra
rein	cet6-extra
rejoice	cet6-extra
rejoicing	cet6-extra
relentless	cet6-extra
relic	cet6-extra
relish	cet6-extra
reminiscence	cet6-extra
reminiscent	cet6-extra
remnant	cet6-extra
renaissance	cet6-extra
renown	cet6-extra
renowned	cet6-extra
repel	cet6-extra
repertoire	cet6-extra
repress	cet6-extra
repression	cet6-extra
repressive	cet6-extra
reproach	cet6-extra
reputable	cet6-extra
repute	cet6-extra
reservoir	cet6-extra
reshuffle	cet6-extra
restless	cet6-extra
retaliate	cet6-extra
retaliation	cet6-extra
retarded	cet6-extra
retort	cet6-extra
retrieval	cet6-extra
retrieve	cet6-extra
retrospect	cet6-extra
retrospective	cet6-extra
revenge	cet6-extra
revengeful	cet6-extra
revival	cet6-extra
revive	cet6-extra
revolt	cet6-extra
rhetoric	cet6-extra
rhetorical	cet6-extra
ridge	cet6-extra
rig	cet6-extra
rigid	cet6-extra
rigidity	cet6-extra
rigor	cet6-extra
rigorous	cet6-extra
rim	cet6-extra
ritual	cet6-extra
robust	cet6-extra
rot	cet6-extra
rotate	cet6-extra
rotation	cet6-extra
rotten	cet6-extra
rust	cet6-extra
rusty	cet6-extra
ruthless	cet6-extra
sacred	cet6-extra
saddle	cet6-extra
safeguard	cet6-extra
salmon	cet6-extra
salon	cet6-extra
salutation	cet6-extra
salute	cet6-extra
salvage	cet6-extra
salvation	cet6-extra
sanction	cet6-extra
sanctuary	cet6-extra
sanitary	cet6-extra
sanitation	cet6-extra
sarcasm	cet6-extra
sarcastic	cet6-extra
satire	cet6-extra
satirical	cet6-extra
satirist	cet6-extra
saturate	cet6-extra
saturation	cet6-extra
savage	cet6-extra
scenario	cet6-extra
sceptic	cet6-extra
sceptical	cet6-extra
scepticism	cet6-extra
scorn	cet6-extra
scornful	cet6-extra
scramble	cet6-extra
scrap	cet6-extra
scrape	cet6-extra
scrub	cet6-extra
scrutinize	cet6-extra
scrutiny	cet6-extra
sculpture	cet6-extra
secular	cet6-extra
seduce	cet6-extra
seduction	cet6-extra
seductive	cet6-extra
segregate	cet6-extra
segregation	cet6-extra
sensation	cet6-extra
sensational	cet6-extra
sentiment	cet6-extra
sentimental	cet6-extra
sergeant	cet6-extra
serial	cet6-extra
shabby	cet6-extra
shaft	cet6-extra
shark	cet6-extra
shatter	cet6-extra
shepherd	cet6-extra
shield	cet6-extra
shipyard	cet6-extra
shorthand	cet6-extra
shove	cet6-extra
showcase	cet6-extra
shred	cet6-extra
shrewd	cet6-extra
shrub	cet6-extra
shrubbery	cet6-extra
signify	cet6-extra
simulate	cet6-extra
simulation	cet6-extra
simultaneous	cet6-extra
sinister	cet6-extra
skeptic	cet6-extra
skeptical	cet6-extra
skepticism	cet6-extra
skim	cet6-extra
skull	cet6-extra
slack	cet6-extra
slam	cet6-extra
slash	cet6-extra
slaughter	cet6-extra
slot	cet6-extra
slum	cet6-extra
slump	cet6-extra
smuggle	cet6-extra
smuggler	cet6-extra
smuggling	cet6-extra
snail	cet6-extra
snap	cet6-extra
snatch	cet6-extra
sneak	cet6-extra
sniff	cet6-extra
snob	cet6-extra
snobbish	cet6-extra
sob	cet6-extra
sober	cet6-extra
socket	cet6-extra
sodium	cet6-extra
solicit	cet6-extra
solicitor	cet6-extra
solidarity	cet6-extra
solitary	cet6-extra
solitude	cet6-extra
solo	cet6-extra
soothe	cet6-extra
sovereign	cet6-extra
sovereignty	cet6-extra
spaghetti	cet6-extra
spear	cet6-extra
speciality	cet6-extra
specialty	cet6-extra
spectacle	cet6-extra
spectacular	cet6-extra
spectator	cet6-extra
spectrum	cet6-extra
spice	cet6-extra
spicy	cet6-extra
spider	cet6-extra
spinal	cet6-extra
spine	cet6-extra
spiral	cet6-extra
sponge	cet6-extra
spongy	cet6-extra
spotlight	cet6-extra
sprawl	cet6-extra
sprinkle	cet6-extra
squad	cet6-extra
stab	cet6-extra
stagger	cet6-extra
stagnant	cet6-extra
stagnate	cet6-extra
stagnation	cet6-extra
stalk	cet6-extra
stall	cet6-extra
stammer	cet6-extra
stance	cet6-extra
standby	cet6-extra
stark	cet6-extra
static	cet6-extra
stationery	cet6-extra
statute	cet6-extra
statutory	cet6-extra
stereotype	cet6-extra
stern	cet6-extra
steward	cet6-extra
stifle	cet6-extra
stigma	cet6-extra
stipulate	cet6-extra
stipulation	cet6-extra
stitch	cet6-extra
stoop	cet6-extra
stout	cet6-extra
strait	cet6-extra
strand	cet6-extra
strangle	cet6-extra
stray	cet6-extra
streak	cet6-extra
streamline	cet6-extra
stroll	cet6-extra
stubborn	cet6-extra
stumble	cet6-extra
stump	cet6-extra
stun	cet6-extra
stunning	cet6-extra
sturdy	cet6-extra
submarine	cet6-extra
submerge	cet6-extra
subordinate	cet6-extra
subordination	cet6-extra
subscribe	cet6-extra
subscriber	cet6-extra
subscription	cet6-extra
subsidize	cet6-extra
subsidy	cet6-extra
subsistence	cet6-extra
subtle	cet6-extra
subtlety	cet6-extra
sue	cet6-extra
suffice	cet6-extra
suicidal	cet6-extra
suicide	cet6-extra
suite	cet6-extra
sulfur	cet6-extra
sulphur	cet6-extra
summon	cet6-extra
superintendent	cet6-extra
superstition	cet6-extra
superstitious	cet6-extra
suppress	cet6-extra
suppression	cet6-extra
suppressive	cet6-extra
surpass	cet6-extra
surveillance	cet6-extra
susceptible	cet6-extra
swamp	cet6-extra
swap	cet6-extra
symmetric	cet6-extra
symmetry	cet6-extra
symphony	cet6-extra
symposium	cet6-extra
syndicate	cet6-extra
syndrome	cet6-extra
synonym	cet6-extra
synthesis	cet6-extra
synthesize	cet6-extra
synthetic	cet6-extra
taboo	cet6-extra
tack	cet6-extra
tact	cet6-extra
tactful	cet6-extra
tactic	cet6-extra
tan	cet6-extra
tangle	cet6-extra
tanker	cet6-extra
tariff	cet6-extra
tease	cet6-extra
temperament	cet6-extra
tempo	cet6-extra
temporal	cet6-extra
tempt	cet6-extra
temptation	cet6-extra
tenant	cet6-extra
tentative	cet6-extra
tenure	cet6-extra
terminate	cet6-extra
termination	cet6-extra
terrace	cet6-extra
terrain	cet6-extra
tertiary	cet6-extra
testify	cet6-extra
testimony	cet6-extra
texture	cet6-extra
thermal	cet6-extra
thigh	cet6-extra
thorn	cet6-extra
thorny	cet6-extra
threshold	cet6-extra
thrift	cet6-extra
thrifty	cet6-extra
thrill	cet6-extra
thriller	cet6-extra
throne	cet6-extra
tickle	cet6-extra
tile	cet6-extra
tilt	cet6-extra
timid	cet6-extra
toil	cet6-extra
topple	cet6-extra
tornado	cet6-extra
tournament	cet6-extra
tow	cet6-extra
toxic	cet6-extra
tract	cet6-extra
trait	cet6-extra
tranquil	cet6-extra
tranquility	cet6-extra
transcend	cet6-extra
transient	cet6-extra
transistor	cet6-extra
transition	cet6-extra
transitional	cet6-extra
trauma	cet6-extra
traumatic	cet6-extra
tread	cet6-extra
treasurer	cet6-extra
treasury	cet6-extra
trek	cet6-extra
trench	cet6-extra
tribal	cet6-extra
tribe	cet6-extra
tribune	cet6-extra
tribute	cet6-extra
trickle	cet6-extra
trillion	cet6-extra
trim	cet6-extra
trivial	cet6-extra
trophy	cet6-extra
tropic	cet6-extra
tropical	cet6-extra
trumpet	cet6-extra
tub	cet6-extra
tuck	cet6-extra
tug	cet6-extra
tumble	cet6-extra
turbulence	cet6-extra
turbulent	cet6-extra
turmoil	cet6-extra
turnout	cet6-extra
turnover	cet6-extra
turtle	cet6-extra
ultra	cet6-extra
unanimous	cet6-extra
underlie	cet6-extra
underlying	cet6-extra
unfold	cet6-extra
unification	cet6-extra
unify	cet6-extra
unilateral	cet6-extra
unleash	cet6-extra
unprecedented	cet6-extra
unveil	cet6-extra
uphold	cet6-extra
uprising	cet6-extra
uranium	cet6-extra
urinate	cet6-extra
urine	cet6-extra
vaccinate	cet6-extra
vaccination	cet6-extra
vaccine	cet6-extra
valve	cet6-extra
vegetation	cet6-extra
vein	cet6-extra
velocity	cet6-extra
velvet	cet6-extra
vent	cet6-extra
ventilate	cet6-extra
ventilation	cet6-extra
venue	cet6-extra
verdict	cet6-extra
verge	cet6-extra
versatile	cet6-extra
verse	cet6-extra
vest	cet6-extra
viable	cet6-extra
vibrate	cet6-extra
vibration	cet6-extra
vice	cet6-extra
vicinity	cet6-extra
vicious	cet6-extra
virgin	cet6-extra
virginity	cet6-extra
vocal	cet6-extra
vogue	cet6-extra
void	cet6-extra
volatile	cet6-extra
volatility	cet6-extra
voucher	cet6-extra
vow	cet6-extra
vulgar	cet6-extra
waive	cet6-extra
waiver	cet6-extra
wardrobe	cet6-extra
warrant	cet6-extra
warranty	cet6-extra
watt	cet6-extra
weariness	cet6-extra
weary	cet6-extra
wedge	cet6-extra
wharf	cet6-extra
whereabouts	cet6-extra
whereby	cet6-extra
whirl	cet6-extra
wholesale	cet6-extra
wholesome	cet6-extra
wicked	cet6-extra
wield	cet6-extra
wink	cet6-extra
witch	cet6-extra
wither	cet6-extra
withhold	cet6-extra
wrench	cet6-extra
wrestle	cet6-extra
wrestling	cet6-extra
wretched	cet6-extra
yacht	cet6-extra
yawn	cet6-extra
yearn	cet6-extra
yearning	cet6-extra
zeal	cet6-extra
zealous	cet6-extra
zigzag	cet6-extra
zip	cet6-extra
zipper	cet6-extra
zoom	cet6-extra
